Customer Segment,Product Category,Region,dt,Sales
Corporate,Furniture,East,10/01/2016,144.03
Corporate,Furniture,East,11/01/2016,16473.3
Corporate,Furniture,East,12/01/2016,7029.87
Corporate,Furniture,East,01/01/2017,9658.9
Corporate,Furniture,East,02/01/2017,1413.8
Corporate,Furniture,East,03/01/2017,561.26
Corporate,Furniture,East,04/01/2017,7593.25
Corporate,Furniture,East,05/01/2017,1303.92
Corporate,Furniture,East,06/01/2017,647.92
Corporate,Furniture,East,07/01/2017,15699.6
Corporate,Furniture,East,09/01/2017,7243.61
Corporate,Furniture,East,10/01/2017,1442.25
Corporate,Furniture,East,11/01/2017,395.61
Corporate,Furniture,East,12/01/2017,325.2
Corporate,Furniture,East,01/01/2018,2953.26
Corporate,Furniture,East,02/01/2018,3803.47
Corporate,Furniture,East,03/01/2018,10729.24
Corporate,Furniture,East,05/01/2018,6204.2
Corporate,Furniture,East,06/01/2018,5271.97
Corporate,Furniture,East,07/01/2018,877.25
Corporate,Furniture,East,08/01/2018,3828.15
Corporate,Furniture,East,09/01/2018,150.79
Corporate,Furniture,East,10/01/2018,4022.38
Corporate,Furniture,East,11/01/2018,31556.41
Corporate,Furniture,East,12/01/2018,4006.39
Corporate,Furniture,East,01/01/2019,9695.69
Corporate,Furniture,East,02/01/2019,113.98
Corporate,Furniture,East,03/01/2019,560.4
Corporate,Furniture,East,04/01/2019,1494.36
Corporate,Furniture,East,05/01/2019,9420.72
Corporate,Furniture,East,06/01/2019,926.77
Corporate,Furniture,East,07/01/2019,4235.69
Corporate,Furniture,East,08/01/2019,2498.45
Corporate,Furniture,East,09/01/2019,5785.34
Corporate,Furniture,East,10/01/2019,4196.93
Corporate,Furniture,East,11/01/2019,8105.13
Corporate,Furniture,East,12/01/2019,32343.84
Corporate,Furniture,South,01/01/2016,516.11
Corporate,Furniture,South,02/01/2016,2796.98
Corporate,Furniture,South,03/01/2016,2551.43
Corporate,Furniture,South,04/01/2016,881.07
Corporate,Furniture,South,05/01/2016,366.44
Corporate,Furniture,South,06/01/2016,4388.44
Corporate,Furniture,South,07/01/2016,5258.4
Corporate,Furniture,South,08/01/2016,1083.6
Corporate,Furniture,South,09/01/2016,4135.41
Corporate,Furniture,South,10/01/2016,554.08
Corporate,Furniture,South,11/01/2016,15313.08
Corporate,Furniture,South,12/01/2016,7210.41
Corporate,Furniture,South,01/01/2017,22004.78
Corporate,Furniture,South,02/01/2017,2258.5
Corporate,Furniture,South,03/01/2017,2928
Corporate,Furniture,South,04/01/2017,1206.42
Corporate,Furniture,South,05/01/2017,6608.15
Corporate,Furniture,South,07/01/2017,198.99
Corporate,Furniture,South,08/01/2017,10012.25
Corporate,Furniture,South,09/01/2017,2224.34
Corporate,Furniture,South,11/01/2017,729.6
Corporate,Furniture,South,12/01/2017,2029.82
Corporate,Furniture,South,01/01/2018,3856
Corporate,Furniture,South,02/01/2018,2509.45
Corporate,Furniture,South,04/01/2018,1503.91
Corporate,Furniture,South,05/01/2018,7952.76
Corporate,Furniture,South,06/01/2018,1956.12
Corporate,Furniture,South,08/01/2018,614.18
Corporate,Furniture,South,09/01/2018,183.44
Corporate,Furniture,South,10/01/2018,672.34
Corporate,Furniture,South,11/01/2018,25072.99
Corporate,Furniture,South,12/01/2018,6115.77
Corporate,Furniture,South,01/01/2019,3108.52
Corporate,Furniture,South,02/01/2019,2956.67
Corporate,Furniture,South,03/01/2019,424.03
Corporate,Furniture,South,04/01/2019,37.22
Corporate,Furniture,South,05/01/2019,3915.61
Corporate,Furniture,South,06/01/2019,2204.6
Corporate,Furniture,South,07/01/2019,1915.07
Corporate,Furniture,South,08/01/2019,673.29
Corporate,Furniture,South,09/01/2019,5481.76
Corporate,Furniture,South,10/01/2019,9790.56
Corporate,Furniture,South,11/01/2019,884.35
Corporate,Furniture,South,12/01/2019,666.83
Corporate,Furniture,West,01/01/2016,3132.83
Corporate,Furniture,West,02/01/2016,12604.9
Corporate,Furniture,West,03/01/2016,10741.52
Corporate,Furniture,West,04/01/2016,1216.52
Corporate,Furniture,West,05/01/2016,7020.07
Corporate,Furniture,West,06/01/2016,2342.74
Corporate,Furniture,West,08/01/2016,7943.33
Corporate,Furniture,West,09/01/2016,6275.98
Corporate,Furniture,West,10/01/2016,5366.47
Corporate,Furniture,West,11/01/2016,3884.77
Corporate,Furniture,West,12/01/2016,8539.21
Corporate,Furniture,West,02/01/2017,4409.25
Corporate,Furniture,West,03/01/2017,568.99
Corporate,Furniture,West,04/01/2017,2524.82
Corporate,Furniture,West,05/01/2017,2661.31
Corporate,Furniture,West,06/01/2017,2696.59
Corporate,Furniture,West,07/01/2017,17374.27
Corporate,Furniture,West,08/01/2017,1807.33
Corporate,Furniture,West,09/01/2017,5425.28
Corporate,Furniture,West,10/01/2017,565.68
Corporate,Furniture,West,11/01/2017,632.65
Corporate,Furniture,West,12/01/2017,9468.79
Corporate,Furniture,West,02/01/2018,2792.56
Corporate,Furniture,West,03/01/2018,102.42
Corporate,Furniture,West,04/01/2018,4201.23
Corporate,Furniture,West,05/01/2018,10928.8
Corporate,Furniture,West,06/01/2018,2237.4
Corporate,Furniture,West,07/01/2018,1653.28
Corporate,Furniture,West,08/01/2018,1578.9
Corporate,Furniture,West,09/01/2018,565.48
Corporate,Furniture,West,10/01/2018,20074.25
Corporate,Furniture,West,11/01/2018,106306.62
Corporate,Furniture,West,12/01/2018,8489.57
Corporate,Furniture,West,01/01/2019,28588.84
Corporate,Furniture,West,02/01/2019,4026.4
Corporate,Furniture,West,03/01/2019,6731.01
Corporate,Furniture,West,04/01/2019,1746.68
Corporate,Furniture,West,05/01/2019,157.21
Corporate,Furniture,West,06/01/2019,1100.11
Corporate,Furniture,West,07/01/2019,1376.33
Corporate,Furniture,West,08/01/2019,4549.76
Corporate,Furniture,West,09/01/2019,8136.42
Corporate,Furniture,West,10/01/2019,1013.88
Corporate,Furniture,West,11/01/2019,8280.99
Corporate,Furniture,West,12/01/2019,18236.57
Corporate,Office Supplies,Central,01/01/2016,1149.77
Corporate,Office Supplies,Central,02/01/2016,1432.34
Corporate,Office Supplies,Central,03/01/2016,3771.83
Corporate,Office Supplies,Central,04/01/2016,1179.55
Corporate,Office Supplies,Central,05/01/2016,2819.33
Corporate,Office Supplies,Central,06/01/2016,3584.06
Corporate,Office Supplies,Central,07/01/2016,2588.56
Corporate,Office Supplies,Central,08/01/2016,4012.69
Corporate,Office Supplies,Central,09/01/2016,2658.95
Corporate,Office Supplies,Central,10/01/2016,3055.07
Corporate,Office Supplies,Central,11/01/2016,5553.79
Corporate,Office Supplies,Central,12/01/2016,1162.42
Corporate,Office Supplies,Central,01/01/2017,223.78
Corporate,Office Supplies,Central,02/01/2017,929.32
Corporate,Office Supplies,Central,03/01/2017,2589.87
Corporate,Office Supplies,Central,04/01/2017,945.54
Corporate,Office Supplies,Central,05/01/2017,3386.86
Corporate,Office Supplies,Central,06/01/2017,2154.43
Corporate,Office Supplies,Central,07/01/2017,2342.49
Corporate,Office Supplies,Central,08/01/2017,7672.9
Corporate,Office Supplies,Central,09/01/2017,1639.44
Corporate,Office Supplies,Central,10/01/2017,5000.99
Corporate,Office Supplies,Central,11/01/2017,13925.66
Corporate,Office Supplies,Central,12/01/2017,2066.49
Corporate,Office Supplies,Central,01/01/2018,1907.95
Corporate,Office Supplies,Central,02/01/2018,1231.72
Corporate,Office Supplies,Central,03/01/2018,4587.05
Corporate,Office Supplies,Central,04/01/2018,1523.16
Corporate,Office Supplies,Central,05/01/2018,1802.79
Corporate,Office Supplies,Central,06/01/2018,2585.87
Corporate,Office Supplies,Central,07/01/2018,3733.87
Corporate,Office Supplies,Central,08/01/2018,10586.41
Corporate,Office Supplies,Central,09/01/2018,1307.35
Corporate,Office Supplies,Central,10/01/2018,11287.97
Corporate,Office Supplies,Central,11/01/2018,2216.97
Corporate,Office Supplies,Central,12/01/2018,6307.98
Corporate,Office Supplies,Central,01/01/2019,5726.59
Corporate,Office Supplies,Central,02/01/2019,3824.59
Corporate,Office Supplies,Central,03/01/2019,1745.67
Corporate,Office Supplies,Central,04/01/2019,5884.69
Corporate,Office Supplies,Central,05/01/2019,11030.69
Corporate,Office Supplies,Central,06/01/2019,2275.73
Corporate,Office Supplies,Central,07/01/2019,7205.56
Corporate,Office Supplies,Central,08/01/2019,4891.84
Corporate,Office Supplies,Central,09/01/2019,4824.36
Corporate,Office Supplies,Central,10/01/2019,12745.41
Corporate,Office Supplies,Central,11/01/2019,25055.79
Corporate,Office Supplies,Central,12/01/2019,12448.95
Corporate,Office Supplies,East,01/01/2016,6171.83
Corporate,Office Supplies,East,02/01/2016,238.01
Corporate,Office Supplies,East,03/01/2016,787.23
Corporate,Office Supplies,East,04/01/2016,901.18
Corporate,Office Supplies,East,05/01/2016,2632.73
Corporate,Office Supplies,East,06/01/2016,186.49
Corporate,Office Supplies,East,07/01/2016,1020.89
Corporate,Office Supplies,East,08/01/2016,1053.59
Corporate,Office Supplies,East,09/01/2016,1432.73
Corporate,Office Supplies,East,10/01/2016,39661.46
Corporate,Office Supplies,East,11/01/2016,4462.99
Corporate,Office Supplies,East,12/01/2016,5161.1
Corporate,Office Supplies,East,01/01/2017,6379.36
Corporate,Office Supplies,East,02/01/2017,2732.76
Corporate,Office Supplies,East,03/01/2017,4507.14
Corporate,Office Supplies,East,04/01/2017,281.46
Corporate,Office Supplies,East,05/01/2017,6074.01
Corporate,Office Supplies,East,06/01/2017,3591.97
Corporate,Office Supplies,East,07/01/2017,810.87
Corporate,Office Supplies,East,08/01/2017,613.82
Corporate,Office Supplies,East,09/01/2017,3889.69
Corporate,Office Supplies,East,10/01/2017,8109.05
Corporate,Office Supplies,East,11/01/2017,4893.53
Corporate,Office Supplies,East,12/01/2017,6802.67
Corporate,Office Supplies,East,01/01/2018,2836.48
Corporate,Office Supplies,East,02/01/2018,2115.69
Corporate,Office Supplies,East,03/01/2018,596.31
Corporate,Office Supplies,East,04/01/2018,703.09
Corporate,Office Supplies,East,05/01/2018,9886.59
Corporate,Office Supplies,East,06/01/2018,2309.39
Corporate,Office Supplies,East,07/01/2018,670.43
Corporate,Office Supplies,East,08/01/2018,3018.75
Corporate,Office Supplies,East,09/01/2018,1055.58
Corporate,Office Supplies,East,10/01/2018,613.65
Corporate,Office Supplies,East,11/01/2018,5240.92
Corporate,Office Supplies,East,12/01/2018,2354.39
Corporate,Office Supplies,East,01/01/2019,30406.04
Corporate,Office Supplies,East,02/01/2019,981.28
Corporate,Office Supplies,East,03/01/2019,13208.39
Corporate,Office Supplies,East,04/01/2019,2325.52
Corporate,Office Supplies,East,05/01/2019,5599.34
Corporate,Office Supplies,East,06/01/2019,7724.5
Corporate,Office Supplies,East,07/01/2019,5032.2
Corporate,Office Supplies,East,08/01/2019,1932.08
Corporate,Office Supplies,East,09/01/2019,5064.55
Corporate,Office Supplies,East,10/01/2019,8341.41
Corporate,Office Supplies,East,11/01/2019,5213.61
Corporate,Office Supplies,East,12/01/2019,9346.02
Corporate,Office Supplies,South,01/01/2016,2294.64
Corporate,Office Supplies,South,02/01/2016,5017.22
Corporate,Office Supplies,South,03/01/2016,820.88
Corporate,Office Supplies,South,04/01/2016,7145.57
Corporate,Office Supplies,South,05/01/2016,429.73
Corporate,Office Supplies,South,06/01/2016,718.59
Corporate,Office Supplies,South,07/01/2016,504.45
Corporate,Office Supplies,South,08/01/2016,1107.82
Corporate,Office Supplies,South,09/01/2016,13390.81
Corporate,Office Supplies,South,10/01/2016,5502.98
Corporate,Office Supplies,South,11/01/2016,4654.48
Corporate,Office Supplies,South,12/01/2016,1312.38
Corporate,Office Supplies,South,01/01/2017,493.2
Corporate,Office Supplies,South,02/01/2017,1159.75
Corporate,Office Supplies,South,03/01/2017,515.85
Corporate,Office Supplies,South,04/01/2017,2196.34
Corporate,Office Supplies,South,05/01/2017,2060.49
Corporate,Office Supplies,South,06/01/2017,1121.7
Corporate,Office Supplies,South,07/01/2017,6.82
Corporate,Office Supplies,South,08/01/2017,1057.84
Corporate,Office Supplies,South,09/01/2017,1662.83
Corporate,Office Supplies,South,10/01/2017,341.61
Corporate,Office Supplies,South,11/01/2017,7493.09
Corporate,Office Supplies,South,12/01/2017,813.32
Corporate,Office Supplies,South,01/01/2018,603.23
Corporate,Office Supplies,South,02/01/2018,420.2
Corporate,Office Supplies,South,03/01/2018,850.59
Corporate,Office Supplies,South,04/01/2018,508.87
Corporate,Office Supplies,South,05/01/2018,1465.31
Corporate,Office Supplies,South,06/01/2018,1309.23
Corporate,Office Supplies,South,07/01/2018,852.91
Corporate,Office Supplies,South,08/01/2018,3712.39
Corporate,Office Supplies,South,09/01/2018,840.24
Corporate,Office Supplies,South,10/01/2018,3991.47
Corporate,Office Supplies,South,11/01/2018,2659.42
Corporate,Office Supplies,South,12/01/2018,3836.83
Corporate,Office Supplies,South,01/01/2019,1561.5
Corporate,Office Supplies,South,02/01/2019,1006.59
Corporate,Office Supplies,South,03/01/2019,1094.82
Corporate,Office Supplies,South,04/01/2019,397.87
Corporate,Office Supplies,South,05/01/2019,3048.85
Corporate,Office Supplies,South,06/01/2019,3121.45
Corporate,Office Supplies,South,07/01/2019,1389.06
Corporate,Office Supplies,South,08/01/2019,5046.05
Corporate,Office Supplies,South,09/01/2019,3770.34
Corporate,Office Supplies,South,10/01/2019,2721.7
Corporate,Office Supplies,South,11/01/2019,3786.38
Corporate,Office Supplies,South,12/01/2019,3435.17
Corporate,Office Supplies,West,01/01/2016,7001.14
Corporate,Office Supplies,West,02/01/2016,1217.45
Corporate,Office Supplies,West,03/01/2016,1213.23
Corporate,Office Supplies,West,04/01/2016,559.43
Corporate,Office Supplies,West,05/01/2016,1506.46
Corporate,Office Supplies,West,06/01/2016,5046.43
Corporate,Office Supplies,West,07/01/2016,1366.3
Corporate,Office Supplies,West,08/01/2016,2710.63
Corporate,Office Supplies,West,09/01/2016,8150.43
Corporate,Office Supplies,West,10/01/2016,702.28
Corporate,Office Supplies,West,11/01/2016,3061.2
Corporate,Office Supplies,West,12/01/2016,1611.84
Corporate,Office Supplies,West,01/01/2017,172.97
Corporate,Office Supplies,West,02/01/2017,1590.89
Corporate,Office Supplies,West,03/01/2017,2974.9
Corporate,Office Supplies,West,04/01/2017,550.68
Corporate,Office Supplies,West,05/01/2017,577.96
Corporate,Office Supplies,West,06/01/2017,5304.54
Corporate,Office Supplies,West,07/01/2017,2692.45
Corporate,Office Supplies,West,08/01/2017,3532.68
Corporate,Office Supplies,West,09/01/2017,6761.27
Corporate,Office Supplies,West,10/01/2017,5287.63
Corporate,Office Supplies,West,11/01/2017,10480.66
Corporate,Office Supplies,West,12/01/2017,1802.95
Corporate,Office Supplies,West,01/01/2018,180.41
Corporate,Office Supplies,West,02/01/2018,3601.05
Corporate,Office Supplies,West,03/01/2018,969.6
Corporate,Office Supplies,West,04/01/2018,661.83
Corporate,Office Supplies,West,05/01/2018,2388.85
Corporate,Office Supplies,West,06/01/2018,1021.9
Corporate,Office Supplies,West,07/01/2018,1237.76
Corporate,Office Supplies,West,08/01/2018,2649.6
Corporate,Office Supplies,West,09/01/2018,3008.68
Corporate,Office Supplies,West,10/01/2018,2497.46
Corporate,Office Supplies,West,11/01/2018,7294.94
Corporate,Office Supplies,West,12/01/2018,766.2
Corporate,Office Supplies,West,01/01/2019,3493.84
Corporate,Office Supplies,West,02/01/2019,2122.41
Corporate,Office Supplies,West,03/01/2019,11568.58
Corporate,Office Supplies,West,04/01/2019,7581.73
Corporate,Office Supplies,West,05/01/2019,912.21
Corporate,Office Supplies,West,06/01/2019,393.68
Corporate,Office Supplies,West,07/01/2019,2839.92
Corporate,Office Supplies,West,08/01/2019,4075.16
Corporate,Office Supplies,West,09/01/2019,4015.75
Corporate,Office Supplies,West,10/01/2019,5142.92
Corporate,Office Supplies,West,11/01/2019,3831.44
Corporate,Office Supplies,West,12/01/2019,10048.98
Corporate,Technology,Central,01/01/2016,188.66
Corporate,Technology,Central,02/01/2016,711.45
Corporate,Technology,Central,03/01/2016,3328.03
Corporate,Technology,Central,04/01/2016,5638.04
Corporate,Technology,Central,05/01/2016,2683.8
Corporate,Technology,Central,06/01/2016,2171.87
Corporate,Technology,Central,07/01/2016,6624.23
Corporate,Technology,Central,08/01/2016,3648.77
Corporate,Technology,Central,09/01/2016,10120.69
Corporate,Technology,Central,10/01/2016,8535.59
Corporate,Technology,Central,11/01/2016,10415.02
Corporate,Technology,Central,12/01/2016,29395.03
Corporate,Technology,Central,01/01/2017,1749.16
Corporate,Technology,Central,02/01/2017,674.87
Corporate,Technology,Central,03/01/2017,2590.41
Corporate,Technology,Central,04/01/2017,827.6
Corporate,Technology,Central,05/01/2017,9102.84
Corporate,Technology,Central,06/01/2017,1232.37
Corporate,Technology,Central,07/01/2017,5658.35
Corporate,Technology,Central,08/01/2017,1089.67
Corporate,Technology,Central,09/01/2017,37368.74
Corporate,Technology,Central,10/01/2017,28767.52
Corporate,Technology,Central,11/01/2017,26573.99
Corporate,Technology,Central,12/01/2017,19060.55
Corporate,Technology,Central,01/01/2018,3176.82
Corporate,Technology,Central,02/01/2018,4626.75
Corporate,Technology,Central,03/01/2018,8509.23
Corporate,Technology,Central,04/01/2018,4046.99
Corporate,Technology,Central,05/01/2018,1721.49
Corporate,Technology,Central,06/01/2018,4437.36
Corporate,Technology,Central,07/01/2018,9189.31
Corporate,Technology,Central,08/01/2018,3453.31
Corporate,Technology,Central,09/01/2018,6514.4
Corporate,Technology,Central,10/01/2018,20879.78
Corporate,Technology,Central,11/01/2018,19628.43
Corporate,Technology,Central,12/01/2018,9034.46
Corporate,Technology,Central,01/01/2019,6851.04
Corporate,Technology,Central,02/01/2019,2547.04
Corporate,Technology,Central,03/01/2019,12219.78
Corporate,Technology,Central,04/01/2019,13356.34
Corporate,Technology,Central,05/01/2019,32954.2
Corporate,Technology,Central,06/01/2019,11165.5
Corporate,Technology,Central,07/01/2019,8038.85
Corporate,Technology,Central,08/01/2019,3804.58
Corporate,Technology,Central,09/01/2019,19751
Corporate,Technology,Central,10/01/2019,12645.04
Corporate,Technology,Central,11/01/2019,28017.83
Corporate,Technology,Central,12/01/2019,13292.22
Corporate,Technology,East,01/01/2016,1208.74
Corporate,Technology,East,03/01/2016,322.91
Corporate,Technology,East,04/01/2016,2371.8
Corporate,Technology,East,05/01/2016,2104.22
Corporate,Technology,East,06/01/2016,3501.37
Corporate,Technology,East,07/01/2016,893.53
Corporate,Technology,East,08/01/2016,484.56
Corporate,Technology,East,10/01/2016,8757.37
Corporate,Technology,East,11/01/2016,2378.47
Corporate,Technology,East,01/01/2017,13700.77
Corporate,Technology,East,02/01/2017,637.04
Corporate,Technology,East,03/01/2017,2314.94
Corporate,Technology,East,04/01/2017,57.96
Corporate,Technology,East,05/01/2017,1195.17
Corporate,Technology,East,06/01/2017,5308.57
Corporate,Technology,East,07/01/2017,461.79
Corporate,Technology,East,08/01/2017,10825.79
Corporate,Technology,East,09/01/2017,19164.36
Corporate,Technology,East,10/01/2017,392.95
Corporate,Technology,East,11/01/2017,14868.74
Corporate,Technology,East,12/01/2017,500.23
Corporate,Technology,East,01/01/2018,5893.12
Corporate,Technology,East,02/01/2018,4029.26
Corporate,Technology,East,03/01/2018,116.54
Corporate,Technology,East,04/01/2018,516.52
Corporate,Technology,East,05/01/2018,22046.69
Corporate,Technology,East,07/01/2018,8448.44
Corporate,Technology,East,08/01/2018,5185.32
Corporate,Technology,East,09/01/2018,2160.3
Corporate,Technology,East,10/01/2018,8387.4
Corporate,Technology,East,11/01/2018,15535.42
Corporate,Technology,East,12/01/2018,17206.5
Corporate,Technology,East,01/01/2019,707.52
Corporate,Technology,East,02/01/2019,3318.05
Corporate,Technology,East,03/01/2019,512.96
Corporate,Technology,East,04/01/2019,4796.32
Corporate,Technology,East,05/01/2019,5804.02
Corporate,Technology,East,06/01/2019,3152.44
Corporate,Technology,East,07/01/2019,1610.82
Corporate,Technology,East,08/01/2019,11427.6
Corporate,Technology,East,09/01/2019,15342.48
Corporate,Technology,East,10/01/2019,50541.4
Corporate,Technology,East,11/01/2019,4341.68
Corporate,Technology,East,12/01/2019,17645.41
Corporate,Technology,South,01/01/2016,12094.78
Corporate,Technology,South,02/01/2016,38.34
Corporate,Technology,South,03/01/2016,8322.56
Corporate,Technology,South,04/01/2016,2848.38
Corporate,Technology,South,05/01/2016,1157.28
Corporate,Technology,South,06/01/2016,345.07
Corporate,Technology,South,07/01/2016,437.03
Corporate,Technology,South,08/01/2016,4705.9
Corporate,Technology,South,09/01/2016,2285.04
Corporate,Technology,South,10/01/2016,1407.53
Corporate,Technology,South,11/01/2016,537.8
Corporate,Technology,South,12/01/2016,1188.54
Corporate,Technology,South,01/01/2017,1012.07
Corporate,Technology,South,02/01/2017,204.16
Corporate,Technology,South,03/01/2017,5710.05
Corporate,Technology,South,04/01/2017,2665.49
Corporate,Technology,South,05/01/2017,2175.65
Corporate,Technology,South,06/01/2017,1464.75
Corporate,Technology,South,07/01/2017,2344.93
Corporate,Technology,South,08/01/2017,3183.19
Corporate,Technology,South,09/01/2017,4829.72
Corporate,Technology,South,10/01/2017,12019.77
Corporate,Technology,South,11/01/2017,2054.54
Corporate,Technology,South,12/01/2017,4514.43
Corporate,Technology,South,01/01/2018,2350.93
Corporate,Technology,South,02/01/2018,9460.75
Corporate,Technology,South,03/01/2018,6911.79
Corporate,Technology,South,05/01/2018,3604.57
Corporate,Technology,South,06/01/2018,1165.48
Corporate,Technology,South,07/01/2018,15059.49
Corporate,Technology,South,08/01/2018,1568.62
Corporate,Technology,South,09/01/2018,6149.76
Corporate,Technology,South,10/01/2018,214.6
Corporate,Technology,South,11/01/2018,5017.55
Corporate,Technology,South,12/01/2018,27211.08
Corporate,Technology,South,01/01/2019,8385.78
Corporate,Technology,South,02/01/2019,10586.32
Corporate,Technology,South,03/01/2019,6471.13
Corporate,Technology,South,04/01/2019,6247.67
Corporate,Technology,South,05/01/2019,21798.8
Corporate,Technology,South,06/01/2019,2984.03
Corporate,Technology,South,07/01/2019,6846.03
Corporate,Technology,South,08/01/2019,11410.49
Corporate,Technology,South,09/01/2019,13745.16
Corporate,Technology,South,10/01/2019,15996.5
Corporate,Technology,South,11/01/2019,3945.11
Corporate,Technology,South,12/01/2019,9681.55
Corporate,Technology,West,01/01/2016,224.12
Corporate,Technology,West,02/01/2016,7644.59
Corporate,Technology,West,03/01/2016,5661.85
Corporate,Technology,West,04/01/2016,3059.93
Corporate,Technology,West,05/01/2016,2308.16
Corporate,Technology,West,06/01/2016,495.82
Corporate,Technology,West,07/01/2016,6219.91
Corporate,Technology,West,08/01/2016,56879.08
Corporate,Technology,West,09/01/2016,8204.74
Corporate,Technology,West,10/01/2016,5632.97
Corporate,Technology,West,11/01/2016,3689.27
Corporate,Technology,West,12/01/2016,677.86
Corporate,Technology,West,01/01/2017,7641.44
Corporate,Technology,West,02/01/2017,2220.36
Corporate,Technology,West,03/01/2017,3726.62
Corporate,Technology,West,04/01/2017,2642.91
Corporate,Technology,West,05/01/2017,3098.75
Corporate,Technology,West,06/01/2017,1459.39
Corporate,Technology,West,07/01/2017,8527.31
Corporate,Technology,West,09/01/2017,24717.34
Corporate,Technology,West,12/01/2017,7491.97
Corporate,Technology,West,01/01/2018,964.11
Corporate,Technology,West,02/01/2018,7779.11
Corporate,Technology,West,03/01/2018,2159.19
Corporate,Technology,West,04/01/2018,1915.32
Corporate,Technology,West,05/01/2018,5913.8
Corporate,Technology,West,06/01/2018,3292.48
Corporate,Technology,West,07/01/2018,6065.82
Corporate,Technology,West,08/01/2018,2858.65
Corporate,Technology,West,09/01/2018,11307.98
Corporate,Technology,West,10/01/2018,8341.95
Corporate,Technology,West,11/01/2018,17873.41
Corporate,Technology,West,12/01/2018,3887.27
Corporate,Technology,West,01/01/2019,3623.55
Corporate,Technology,West,02/01/2019,624.78
Corporate,Technology,West,03/01/2019,8542.97
Corporate,Technology,West,04/01/2019,5821.75
Corporate,Technology,West,05/01/2019,5400.3
Corporate,Technology,West,06/01/2019,6776.48
Corporate,Technology,West,07/01/2019,3169.93
Corporate,Technology,West,08/01/2019,17827.2
Corporate,Technology,West,09/01/2019,13537.36
Corporate,Technology,West,10/01/2019,5811.85
Corporate,Technology,West,11/01/2019,3142.34
Corporate,Technology,West,12/01/2019,11779.77
Home Office,Furniture,Central,01/01/2016,15995.82
Home Office,Furniture,Central,02/01/2016,6318.03
Home Office,Furniture,Central,03/01/2016,319.08
Home Office,Furniture,Central,04/01/2016,3081.24
Home Office,Furniture,Central,05/01/2016,1857.08
Home Office,Furniture,Central,06/01/2016,1734.49
Home Office,Furniture,Central,07/01/2016,486.09
Home Office,Furniture,Central,08/01/2016,192.49
Home Office,Furniture,Central,09/01/2016,253.87
Home Office,Furniture,Central,10/01/2016,6600.63
Home Office,Furniture,Central,11/01/2016,10876.4
Home Office,Furniture,Central,12/01/2016,2589.25
Home Office,Furniture,Central,01/01/2017,3082.73
Home Office,Furniture,Central,02/01/2017,2227.81
Home Office,Furniture,Central,03/01/2017,536.62
Home Office,Furniture,Central,08/01/2017,6663.79
Home Office,Furniture,Central,09/01/2017,12209.59
Home Office,Furniture,Central,10/01/2017,13008.49
Home Office,Furniture,Central,11/01/2017,359.83
Home Office,Furniture,Central,12/01/2017,8755.89
Home Office,Furniture,Central,01/01/2018,1118.74
Home Office,Furniture,Central,02/01/2018,2542.94
Home Office,Furniture,Central,03/01/2018,1664.93
Home Office,Furniture,Central,04/01/2018,3983.69
Home Office,Furniture,Central,05/01/2018,2124.2
Home Office,Furniture,Central,06/01/2018,7131.72
Home Office,Furniture,Central,07/01/2018,12560.34
Home Office,Furniture,Central,08/01/2018,12424.85
Home Office,Furniture,Central,09/01/2018,434.18
Home Office,Furniture,Central,10/01/2018,3074.3
Home Office,Furniture,Central,11/01/2018,5159.66
Home Office,Furniture,Central,12/01/2018,635.02
Home Office,Furniture,Central,01/01/2019,7360.18
Home Office,Furniture,Central,02/01/2019,4112.76
Home Office,Furniture,Central,03/01/2019,379.64
Home Office,Furniture,Central,04/01/2019,8.72
Home Office,Furniture,Central,05/01/2019,2912.35
Home Office,Furniture,Central,06/01/2019,406.96
Home Office,Furniture,Central,07/01/2019,2300.03
Home Office,Furniture,Central,08/01/2019,18554.68
Home Office,Furniture,Central,09/01/2019,14757.75
Home Office,Furniture,Central,10/01/2019,10517.66
Home Office,Furniture,Central,11/01/2019,989.14
Home Office,Furniture,Central,12/01/2019,3822.23
Home Office,Furniture,East,01/01/2016,34.49
Home Office,Furniture,East,02/01/2016,9920.03
Home Office,Furniture,East,04/01/2016,1695.88
Home Office,Furniture,East,07/01/2016,1512.45
Home Office,Furniture,East,08/01/2016,2171.03
Home Office,Furniture,East,09/01/2016,2236.06
Home Office,Furniture,East,10/01/2016,2354.76
Home Office,Furniture,East,11/01/2016,8257.65
Home Office,Furniture,East,12/01/2016,1629.07
Home Office,Furniture,East,03/01/2017,4805.53
Home Office,Furniture,East,04/01/2017,1901.38
Home Office,Furniture,East,05/01/2017,691.22
Home Office,Furniture,East,06/01/2017,2394.49
Home Office,Furniture,East,07/01/2017,6858.89
Home Office,Furniture,East,08/01/2017,3242.96
Home Office,Furniture,East,09/01/2017,16915.3
Home Office,Furniture,East,10/01/2017,14070.98
Home Office,Furniture,East,11/01/2017,3491.94
Home Office,Furniture,East,12/01/2017,7400.09
Home Office,Furniture,East,01/01/2018,1501.51
Home Office,Furniture,East,02/01/2018,1757.1
Home Office,Furniture,East,03/01/2018,613.66
Home Office,Furniture,East,04/01/2018,2856.64
Home Office,Furniture,East,08/01/2018,14666.22
Home Office,Furniture,East,09/01/2018,10413.26
Home Office,Furniture,East,10/01/2018,6351.32
Home Office,Furniture,East,11/01/2018,3028.25
